,apparentTemperature,cloudCover,dewPoint,humidity,icon,moonPhase,precipIntensity,precipIntensityError,precipProbability,precipProbabilityError,precipType,pressure,summary,sunriseTime,sunsetTime,temperature,temperatureError,time,uvIndex,visibility,windBearing,windGust,windSpeed
0,77.31,,72.46,0.89,partly-cloudy-night,0.37,0.0008,,0.08,,rain,1020.76,Humid and Mostly Cloudy,1532338288,1532392172,75.83,,1532392172,,,,7.46,3.73
0,75.97,,70.83,0.88,clear-night,0.4,0.0,,0.0,,,1021.71,Clear,1532424751,1532478513,74.67,,1532404800,,,162.0,7.42,4.16
0,73.72,,66.33,0.8,partly-cloudy-night,0.4,0.0,,0.0,,,1021.31,Mostly Cloudy,1532424751,1532478513,72.98,,1532424751,,,165.0,7.7,3.69
0,,,,,,0.4,,,,,,,,1532424751,1532478513,,,1532448000,,,,,
0,83.61,,65.47,0.58,clear-night,0.4,0.0,,0.0,,,1017.65,Clear,1532424751,1532478513,81.64,,1532478513,,,170.0,8.01,3.52
0,78.35,,66.26,0.68,clear-night,0.43,0.0,,0.0,,,1018.01,Clear,1532511214,1532564852,77.69,,1532491200,,,161.0,12.4,5.39
0,76.09,,65.73,0.72,partly-cloudy-night,0.43,0.0,,0.0,,,1015.86,Mostly Cloudy,1532511214,1532564852,75.47,,1532511214,,,157.0,11.05,6.55
0,84.2,,67.47,0.63,cloudy,0.43,0.0,,0.0,,,1013.09,Overcast,1532511214,1532564852,81.53,,1532534400,,,165.0,14.84,7.8
0,76.09,,69.55,0.83,cloudy,0.43,0.0013,,0.12,,rain,1010.3,Overcast,1532511214,1532564852,74.98,,1532564852,,,,9.93,3.29
0,71.51,,68.77,0.95,rain,0.46,0.0191,,0.67,,rain,1010.6,Light Rain,1532597678,1532651189,70.32,,1532577600,,,,5.46,1.44
0,70.8,,68.39,0.96,rain,0.46,0.006,,0.66,,rain,1008.51,Drizzle,1532597678,1532651189,69.63,,1532597678,,,,4.62,1.65
0,75.84,,71.18,0.89,cloudy,0.46,0.0,,0.0,,,1009.4,Overcast,1532597678,1532651189,74.49,,1532620800,,,198.0,6.83,2.53
0,75.86,,67.73,0.78,clear-night,0.46,0.0,,0.0,,,1010.27,Clear,1532597678,1532651189,74.99,,1532651189,,,201.0,4.68,1.94
0,69.35,0.0,65.13,0.89,clear-night,0.49,0.0,,0.0,,,,Clear,1532684142,1532737525,68.62,,1532664000,,,192.0,2.42,1.25
0,67.32,,63.47,0.89,partly-cloudy-night,0.49,0.0,,0.0,,,1012.05,Mostly Cloudy,1532684142,1532737525,66.75,,1532684142,,,174.0,5.41,1.97
0,78.06,,67.89,0.73,partly-cloudy-day,0.49,0.0,,0.0,,,1013.47,Partly Cloudy,1532684142,1532737525,77.2,,1532707200,,,179.0,7.42,2.81
0,77.33,,66.28,0.7,clear-night,0.49,0.0,,0.0,,,1012.92,Clear,1532684142,1532737525,76.66,,1532737525,,,221.0,6.48,2.01
0,72.01,,65.09,0.81,partly-cloudy-night,0.52,0.0,,0.0,,,1014.02,Mostly Cloudy,1532770607,1532823859,71.39,,1532750400,,,166.0,5.84,2.29
0,67.52,,64.26,0.91,clear-night,0.52,0.0,,0.0,,,1014.32,Clear,1532770607,1532823859,66.84,,1532770607,,,186.0,4.39,1.75
0,78.67,,63.31,0.6,partly-cloudy-day,0.52,0.0,,0.0,,,1014.8,Mostly Cloudy,1532770607,1532823859,78.31,,1532793600,,,184.0,6.86,2.8
0,71.62,,65.75,0.84,partly-cloudy-night,0.52,0.0002,,0.05,,rain,1014.15,Mostly Cloudy,1532770607,1532823859,70.89,,1532823859,,,,3.21,0.49
0,66.26,,61.76,0.87,clear-night,0.56,0.0,,0.0,,,1015.42,Clear,1532857073,1532910191,65.91,,1532836800,,,263.0,2.86,0.87
0,63.29,,59.84,0.89,partly-cloudy-night,0.56,0.0,,0.0,,,1016.53,Mostly Cloudy,1532857073,1532910191,63.09,,1532857073,,,260.0,3.24,0.97
0,73.46,,57.28,0.57,partly-cloudy-day,0.56,0.0,,0.0,,,1017.71,Partly Cloudy,1532857073,1532910191,73.46,,1532880000,,,269.0,6.9,2.59
0,70.02,,57.33,0.64,clear-night,0.56,0.0,,0.0,,,1017.36,Clear,1532857073,1532910191,70.02,,1532910191,,,218.0,2.83,0.29
0,63.33,,57.79,0.82,clear-night,0.59,0.0,,0.0,,,1018.8,Clear,1532943539,1532996521,63.33,,1532923200,,,155.0,2.19,0.73
0,58.91,,55.23,0.88,clear-night,0.59,0.0,,0.0,,,1020.07,Clear,1532943539,1532996521,58.91,,1532943539,,,163.0,4.29,1.15
0,77.79,,57.74,0.5,clear-day,0.59,0.0,,0.0,,,1019.81,Clear,1532943539,1532996521,77.79,,1532966400,,,186.0,9.95,3.52
0,74.08,,58.85,0.59,partly-cloudy-night,0.59,0.0,,0.0,,,1018.19,Partly Cloudy,1532943539,1532996521,74.08,,1532996521,,,175.0,4.95,2.17
0,69.5,,59.56,0.71,partly-cloudy-night,0.62,0.0,,0.0,,,1018.8,Partly Cloudy,1533030006,1533082850,69.5,,1533009600,,,188.0,4.83,1.64
0,67.21,,62.3,0.85,partly-cloudy-night,0.62,0.002,,0.36,,rain,1019.85,Mostly Cloudy,1533030006,1533082850,66.81,,1533030006,,,,3.35,0.92
0,77.81,,63.88,0.63,partly-cloudy-day,0.62,0.0,,0.0,,,1019.81,Partly Cloudy,1533030006,1533082850,77.4,,1533052800,,,189.0,5.88,0.86
0,75.15,,63.7,0.69,partly-cloudy-night,0.62,0.0,,0.0,,,1017.68,Partly Cloudy,1533030006,1533082850,74.75,,1533082850,,,154.0,2.55,1.07
0,69.84,,62.1,0.77,clear-night,0.65,0.0,,0.0,,,1017.78,Clear,1533116473,1533169177,69.55,,1533096000,,,139.0,3.45,2.12
0,70.13,,63.11,0.8,clear-night,0.65,0.0,,0.0,,,1017.78,Clear,1533116473,1533169177,69.72,,1533116473,,,164.0,5.66,3.05
0,81.44,,64.26,0.59,partly-cloudy-day,0.65,0.0,,0.0,,,1016.19,Mostly Cloudy,1533116473,1533169177,79.75,,1533139200,,,170.0,13.03,5.39
0,76.82,,68.43,0.78,partly-cloudy-night,0.65,0.0,,0.0,,,1013.39,Mostly Cloudy,1533116473,1533169177,75.88,,1533169177,,,156.0,6.99,3.99
0,75.37,,68.89,0.83,partly-cloudy-night,0.68,0.0,,0.0,,,1013.59,Partly Cloudy,1533202941,1533255502,74.32,,1533182400,,,172.0,8.59,3.76
0,73.7,,69.42,0.9,cloudy,0.68,0.0,,0.0,,,1013.84,Overcast,1533202941,1533255502,72.52,,1533202941,,,187.0,6.55,2.26
0,78.42,,65.9,0.67,partly-cloudy-day,0.68,0.0,,0.0,,,1016.99,Mostly Cloudy,1533202941,1533255502,77.79,,1533225600,,,210.0,11.62,4.79
0,76.55,,68.43,0.79,partly-cloudy-night,0.68,0.0,,0.0,,,1016.96,Partly Cloudy,1533202941,1533255502,75.6,,1533255502,,,179.0,2.85,1.34
0,73.23,,67.81,0.86,clear-night,0.72,0.0,,0.0,,,1017.89,Clear,1533289409,1533341826,72.26,,1533268800,,,205.0,2.45,1.01
0,70.93,,67.33,0.91,clear-night,0.72,0.0,,0.0,,,1019.0,Clear,1533289409,1533341826,69.93,,1533289409,,,177.0,3.02,1.61
0,77.8,,69.37,0.78,clear-day,0.72,0.0,,0.0,,,1020.62,Clear,1533289409,1533341826,76.76,,1533312000,,,196.0,6.32,3.28
0,75.82,,70.33,0.87,partly-cloudy-night,0.72,0.0,,0.0,,,1019.14,Partly Cloudy,1533289409,1533341826,74.59,,1533341826,,,147.0,2.73,1.47
0,73.07,,69.31,0.92,partly-cloudy-night,0.75,0.0,,0.0,,,1019.1,Partly Cloudy,1533375877,1533428149,71.87,,1533355200,,,171.0,2.58,1.21
0,70.85,,68.12,0.95,rain,0.75,0.0052,,0.4,,rain,1018.24,Drizzle,1533375877,1533428149,69.72,,1533375877,,,,3.5,0.94
0,79.39,,68.5,0.72,partly-cloudy-day,0.75,0.0,,0.0,,,1018.01,Partly Cloudy,1533375877,1533428149,78.48,,1533398400,,,153.0,4.77,2.09
0,72.85,,68.15,0.88,clear-night,0.75,0.0,,0.0,,,1018.33,Clear,1533375877,1533428149,71.82,,1533428149,,,186.0,3.22,1.0
0,68.69,,65.75,0.93,partly-cloudy-night,0.79,0.0,,0.0,,,1018.8,Partly Cloudy,1533462346,1533514470,67.84,,1533441600,,,167.0,3.47,1.31
0,66.94,,63.47,0.9,partly-cloudy-night,0.79,0.0,,0.0,,,1019.8,Mostly Cloudy,1533462346,1533514470,66.36,,1533462346,,,158.0,4.21,2.13
0,83.96,,69.0,0.67,clear-day,0.79,0.0,,0.0,,,1019.81,Clear,1533462346,1533514470,80.86,,1533484800,,,232.0,7.29,1.45
0,82.14,,68.62,0.69,clear-night,0.79,0.0,,0.0,,,1017.31,Clear,1533462346,1533514470,79.51,,1533514470,,,190.0,5.66,3.06
0,76.59,,67.96,0.77,clear-night,0.82,0.0,,0.0,,,1017.89,Clear,1533548815,1533600789,75.7,,1533528000,,,194.0,5.41,2.48
0,71.6,,66.24,0.86,clear-night,0.82,0.0,,0.0,,,1016.51,Clear,1533548815,1533600789,70.8,,1533548815,,,170.0,4.42,2.61
0,91.26,,68.75,0.55,clear-day,0.82,0.0,,0.0,,,1015.72,Clear,1533548815,1533600789,87.17,,1533571200,,,200.0,10.61,3.36
0,88.26,,71.87,0.69,clear-night,0.82,0.0,,0.0,,,1013.66,Clear,1533548815,1533600789,83.06,,1533600789,,,211.0,3.16,1.13
0,78.69,,69.3,0.76,clear-night,0.86,0.0,,0.0,,,1013.8,Clear,1533635284,1533687107,77.68,,1533614400,,,283.0,2.78,0.5
0,74.65,,68.69,0.85,clear-night,0.86,0.0,,0.0,,,1012.88,Clear,1533635284,1533687107,73.61,,1533635284,,,206.0,6.12,2.94
0,84.92,,70.15,0.69,partly-cloudy-day,0.86,0.0,,0.0,,,1012.4,Mostly Cloudy,1533635284,1533687107,81.25,,1533657600,,,240.0,4.42,2.3
0,75.87,,71.09,0.89,partly-cloudy-night,0.86,0.0,,0.0,,,1011.98,Partly Cloudy,1533635284,1533687107,74.53,,1533687107,,,164.0,2.9,1.07
0,71.8,,68.44,0.93,clear-night,0.9,0.0,,0.0,,,1012.8,Clear,1533721754,1533773423,70.68,,1533700800,,,139.0,2.15,0.6
0,69.85,,66.65,0.93,cloudy,0.9,0.0,,0.0,,,1013.0,Overcast,1533721754,1533773423,68.91,,1533721754,,,105.0,2.45,1.1
0,83.55,,69.75,0.7,clear-day,0.9,0.0,,0.0,,,1012.21,Clear,1533721754,1533773423,80.35,,1533744000,,,179.0,5.48,1.8
0,78.46,,70.46,0.8,partly-cloudy-night,0.9,0.0,,0.0,,,1007.58,Mostly Cloudy,1533721754,1533773423,77.29,,1533773423,,,92.0,3.39,1.64
0,73.71,,69.47,0.9,cloudy,0.94,0.0,,0.0,,,1007.0,Overcast,1533808223,1533859738,72.52,,1533787200,,,244.0,5.32,0.74
0,72.56,,67.21,0.86,cloudy,0.94,0.0,,0.0,,,1006.78,Overcast,1533808223,1533859738,71.66,,1533808223,,,306.0,8.93,3.13
0,79.07,,66.14,0.66,partly-cloudy-day,0.94,0.0,,0.0,,,1007.4,Mostly Cloudy,1533808223,1533859738,78.42,,1533830400,,,299.0,6.05,2.6
0,76.5,,61.48,0.6,partly-cloudy-night,0.94,0.0,,0.0,,,1007.88,Partly Cloudy,1533808223,1533859738,76.34,,1533859738,,,293.0,5.63,2.6
0,72.32,,63.35,0.74,partly-cloudy-night,0.97,0.0,,0.0,,,1009.1,Mostly Cloudy,1533894693,1533946052,71.93,,1533873600,,,283.0,4.45,1.13
0,64.5,,58.7,0.81,partly-cloudy-night,0.97,0.0,,0.0,,,1011.88,Mostly Cloudy,1533894693,1533946052,64.5,,1533894693,,,348.0,4.42,2.18
0,71.34,,52.51,0.51,clear-day,0.97,0.0,,0.0,,,1014.51,Clear,1533894693,1533946052,71.34,,1533916800,,,324.0,8.33,2.96
0,71.21,,52.61,0.52,clear-night,0.97,0.0,,0.0,,,1013.47,Clear,1533894693,1533946052,71.21,,1533946052,,,15.0,3.44,1.88
0,61.56,,54.59,0.78,clear-night,0.01,0.0,,0.0,,,1014.9,Clear,1533981163,1534032365,61.56,,1533960000,,,100.0,1.99,0.6
0,56.81,,51.1,0.81,partly-cloudy-night,0.01,0.0,,0.0,,,1015.05,Partly Cloudy,1533981163,1534032365,56.81,,1533981163,,,111.0,3.9,2.3
0,74.77,,56.49,0.53,clear-day,0.01,0.0,,0.0,,,1016.09,Clear,1533981163,1534032365,74.77,,1534003200,,,148.0,3.23,1.4
0,73.47,,60.13,0.63,clear-night,0.01,0.0,,0.0,,,1015.8,Clear,1533981163,1534032365,73.46,,1534032365,,,156.0,9.01,3.7
0,70.08,,62.77,0.79,cloudy,0.05,0.0,,0.0,,,1016.81,Overcast,1534067633,1534118676,69.72,,1534046400,,,157.0,4.89,1.98
0,67.19,,61.65,0.83,partly-cloudy-night,0.05,0.0,,0.0,,,1018.08,Partly Cloudy,1534067633,1534118676,66.89,,1534067633,,,93.0,3.29,1.01
0,78.19,,62.85,0.6,partly-cloudy-day,0.05,0.0,,0.0,,,1019.69,Mostly Cloudy,1534067633,1534118676,77.88,,1534089600,,,106.0,5.2,0.66
0,73.89,,65.05,0.75,partly-cloudy-night,0.05,0.0,,0.0,,,1019.43,Mostly Cloudy,1534067633,1534118676,73.32,,1534118676,,,157.0,4.1,3.13
0,70.81,,63.76,0.8,partly-cloudy-night,0.09,0.0,,0.0,,,1019.89,Mostly Cloudy,1534154104,1534204986,70.33,,1534132800,,,160.0,3.9,2.39
0,67.93,,62.98,0.86,cloudy,0.09,0.0,,0.0,,,1019.49,Overcast,1534154104,1534204986,67.47,,1534154104,,,117.0,2.28,1.75
0,82.63,,65.31,0.6,clear-day,0.09,0.0,,0.0,,,1018.61,Clear,1534154104,1534204986,80.71,,1534176000,,,181.0,4.15,2.6
0,77.63,,66.87,0.71,cloudy,0.09,0.0,,0.0,,,1014.3,Overcast,1534154104,1534204986,76.89,,1534204986,,,150.0,3.91,1.85
0,73.83,,66.87,0.81,clear-night,0.12,0.0,,0.0,,,1014.11,Clear,1534240574,1534291294,73.02,,1534219200,,,129.0,4.43,2.24
0,70.77,,67.39,0.92,rain,0.12,0.0049,,0.57,,rain,1011.92,Drizzle,1534240574,1534291294,69.76,,1534240574,,,,4.12,1.17
0,77.53,,69.93,0.8,cloudy,0.12,0.0004,,0.03,,rain,1011.21,Overcast,1534240574,1534291294,76.41,,1534262400,,,,4.47,0.19
0,76.67,,67.84,0.76,clear-night,0.12,0.0,,0.0,,,1008.2,Clear,1534240574,1534291294,75.79,,1534291294,,,168.0,3.01,1.59
0,71.47,,65.65,0.84,clear-night,0.16,0.0,,0.0,,,1009.19,Clear,1534327044,1534377602,70.75,,1534305600,,,158.0,3.53,2.04
0,69.66,,65.43,0.89,cloudy,0.16,0.0,,0.0,,,1009.49,Overcast,1534327044,1534377602,68.9,,1534327044,,,175.0,5.97,1.54
0,83.86,,68.32,0.66,clear-day,0.16,0.0,,0.0,,,1010.4,Clear,1534327044,1534377602,80.98,,1534348800,,,198.0,6.91,1.78
0,74.4,,69.38,0.88,cloudy,0.16,0.0026,,0.03,,rain,1011.9,Overcast,1534327044,1534377602,73.25,,1534377602,,,,4.47,1.06
0,71.54,,67.0,0.88,cloudy,0.19,0.0,,0.0,,,1013.71,Overcast,1534413515,1534463908,70.63,,1534392000,,,246.0,3.2,0.73
0,67.5,,64.2,0.91,cloudy,0.19,0.0007,,0.01,,rain,1015.17,Overcast,1534413515,1534463908,66.82,,1534413515,,,,4.63,1.83
0,72.64,,58.96,0.62,clear-day,0.19,0.0,,0.0,,,1017.49,Clear,1534413515,1534463908,72.64,,1534435200,,,336.0,9.72,3.1
0,70.28,,56.39,0.61,clear-night,0.19,0.0,,0.0,,,1017.7,Clear,1534413515,1534463908,70.28,,1534463908,,,13.0,3.07,1.83
0,62.49,,57.37,0.83,clear-night,0.23,0.0,,0.0,,,1018.72,Clear,1534499985,1534550214,62.49,,1534478400,,,89.0,2.63,1.11
0,60.7,,56.77,0.87,clear-night,0.23,0.0,,0.0,,,1018.12,Clear,1534499985,1534550214,60.7,,1534499985,,,106.0,3.51,1.73
0,75.36,,64.87,0.71,partly-cloudy-day,0.23,0.0,,0.0,,,1015.42,Mostly Cloudy,1534499985,1534550214,74.83,,1534521600,,,174.0,7.62,3.67
0,76.03,,71.29,0.89,cloudy,0.23,0.0,,0.0,,,1010.31,Overcast,1534499985,1534550214,74.66,,1534550214,,,171.0,4.76,2.74
0,74.52,,70.99,0.93,cloudy,0.26,0.0,,0.0,,,1009.4,Overcast,1534586455,1534636518,73.14,,1534564800,,,193.0,6.68,2.44
0,65.69,,63.22,0.94,cloudy,0.26,0.0,,0.0,,,1010.61,Overcast,1534586455,1534636518,65.07,,1534586455,,,350.0,7.21,3.44
0,65.77,,60.9,0.85,cloudy,0.26,0.0,,0.0,,,1012.29,Overcast,1534586455,1534636518,65.52,,1534608000,,,357.0,7.06,2.52
0,68.6,,62.5,0.82,partly-cloudy-night,0.26,0.0,,0.0,,,1013.38,Mostly Cloudy,1534586455,1534636518,68.22,,1534636518,,,356.0,2.63,1.13
0,61.96,,59.6,0.93,fog,0.29,0.0,,0.0,,,1014.61,Foggy,1534672926,1534722821,61.73,,1534651200,,,125.0,3.77,0.57
0,59.21,,56.13,0.9,cloudy,0.29,0.0,,0.0,,,1016.63,Overcast,1534672926,1534722821,59.21,,1534672926,,,36.0,3.93,0.64
0,75.27,,58.12,0.55,clear-day,0.29,0.0,,0.0,,,1018.4,Clear,1534672926,1534722821,75.27,,1534694400,,,20.0,6.09,0.6
0,72.02,,60.91,0.68,clear-night,0.29,0.0,,0.0,,,1018.1,Clear,1534672926,1534722821,71.92,,1534722821,,,54.0,2.34,0.47
0,64.18,,59.96,0.87,clear-night,0.32,0.0,,0.0,,,1019.1,Clear,1534759396,1534809123,64.01,,1534737600,,,139.0,4.27,1.91
0,60.37,,57.36,0.9,partly-cloudy-night,0.32,0.0,,0.0,,,1021.63,Partly Cloudy,1534759396,1534809123,60.37,,1534759396,,,126.0,4.2,2.06
0,76.53,,57.1,0.51,clear-day,0.32,0.0,,0.0,,,1021.71,Clear,1534759396,1534809123,76.53,,1534780800,,,177.0,7.69,3.42
0,72.36,,60.47,0.66,partly-cloudy-night,0.32,0.0,,0.0,,,1019.56,Partly Cloudy,1534759396,1534809123,72.31,,1534809123,,,173.0,3.05,1.66
0,64.66,,57.06,0.76,clear-night,0.35,0.0,,0.0,,,1020.21,Clear,1534845866,1534895424,64.66,,1534824000,,,169.0,5.12,2.25
0,60.7,,56.1,0.85,partly-cloudy-night,0.35,0.0,,0.0,,,1019.48,Partly Cloudy,1534845866,1534895424,60.7,,1534845866,,,132.0,4.16,2.1
0,75.67,,58.21,0.55,clear-day,0.35,0.0,,0.0,,,1016.71,Clear,1534845866,1534895424,75.67,,1534867200,,,172.0,11.24,4.87
0,73.61,,59.65,0.62,partly-cloudy-night,0.35,0.0,,0.0,,,1011.55,Mostly Cloudy,1534845866,1534895424,73.61,,1534895424,,,152.0,10.14,4.22
0,72.03,,60.56,0.67,partly-cloudy-night,0.38,0.0,,0.0,,,1008.9,Mostly Cloudy,1534932337,1534981724,71.97,,1534910400,,,155.0,16.0,5.25
0,69.71,,62.72,0.8,cloudy,0.38,0.0,,0.0,,,1003.94,Overcast,1534932337,1534981724,69.34,,1534932337,,,158.0,15.25,4.76
0,73.97,,64.57,0.74,partly-cloudy-day,0.38,0.0,,0.0,,,1002.8,Mostly Cloudy,1534932337,1534981724,73.46,,1534953600,,,243.0,15.03,5.35
0,67.79,,57.84,0.7,cloudy,0.38,0.0,,0.0,,,1006.59,Overcast,1534932337,1534981724,67.79,,1534981724,,,304.0,11.17,4.84
0,64.23,,53.69,0.69,cloudy,0.41,0.0,,0.0,,,1009.79,Overcast,1535018807,1535068023,64.23,,1534996800,,,309.0,11.15,4.45
0,54.27,,48.72,0.81,clear-night,0.41,0.0,,0.0,,,1011.59,Clear,1535018807,1535068023,54.27,,1535018807,,,340.0,4.32,0.75
0,71.7,,47.23,0.42,partly-cloudy-day,0.41,0.0,,0.0,,,1013.5,Mostly Cloudy,1535018807,1535068023,71.7,,1535040000,,,301.0,9.06,3.25
0,67.81,,52.11,0.57,clear-night,0.41,0.0,,0.0,,,1013.96,Clear,1535018807,1535068023,67.81,,1535068023,,,279.0,2.7,0.72
0,62.25,,52.96,0.72,clear-night,0.44,0.0,,0.0,,,1016.29,Clear,1535105277,1535154321,62.25,,1535083200,,,151.0,3.78,0.72
0,59.73,,52.88,0.78,clear-night,0.44,0.0,,0.0,,,1018.7,Clear,1535105277,1535154321,59.73,,1535105277,,,175.0,6.15,2.07
0,76.17,,59.63,0.57,clear-day,0.44,0.0,,0.0,,,1021.12,Clear,1535105277,1535154321,76.17,,1535126400,,,185.0,8.8,4.42
0,74.93,,63.49,0.68,clear-night,0.44,0.0,,0.0,,,1021.03,Clear,1535105277,1535154321,74.56,,1535154321,,,188.0,3.01,1.97
0,67.0,,61.24,0.82,clear-night,0.47,0.0,,0.0,,,1022.79,Clear,1535191747,1535240619,66.75,,1535169600,,,147.0,3.34,0.97
0,61.98,,58.16,0.87,partly-cloudy-night,0.47,0.0,,0.0,,,1023.88,Partly Cloudy,1535191747,1535240619,61.98,,1535191747,,,161.0,4.49,1.77
0,79.46,,62.46,0.57,clear-day,0.47,0.0,,0.0,,,1023.19,Clear,1535191747,1535240619,79.18,,1535212800,,,183.0,8.63,4.2
0,74.98,,54.52,0.49,clear-night,0.47,0.0,,0.0,,,1020.44,Clear,1535191747,1535240619,74.98,,1535240619,,,176.0,9.96,4.2
0,68.89,,56.62,0.65,clear-night,0.51,0.0,,0.0,,,1020.41,Clear,1535278217,1535326915,68.89,,1535256000,,,166.0,6.53,2.73
0,65.4,,57.72,0.76,partly-cloudy-night,0.51,0.0,,0.0,,,1018.79,Partly Cloudy,1535278217,1535326915,65.4,,1535278217,,,175.0,7.7,3.23
0,75.49,,61.57,0.62,partly-cloudy-day,0.51,0.0,,0.0,,,1016.29,Mostly Cloudy,1535278217,1535326915,75.32,,1535299200,,,174.0,12.54,5.05
0,75.25,,65.92,0.74,partly-cloudy-night,0.51,0.0,,0.0,,,1014.27,Mostly Cloudy,1535278217,1535326915,74.59,,1535326915,,,195.0,5.18,2.39
0,72.29,,66.77,0.85,cloudy,0.54,0.0,,0.0,,,1015.19,Overcast,1535364687,1535413211,71.44,,1535342400,,,254.0,3.3,0.62
0,67.93,,64.26,0.9,partly-cloudy-night,0.54,0.0,,0.0,,,1016.76,Partly Cloudy,1535364687,1535413211,67.27,,1535364687,,,248.0,4.21,0.63
0,79.89,,65.16,0.62,partly-cloudy-day,0.54,0.0,,0.0,,,1017.31,Mostly Cloudy,1535364687,1535413211,79.34,,1535385600,,,228.0,6.17,0.94
0,76.99,,68.45,0.77,clear-night,0.54,0.0,,0.0,,,1014.83,Clear,1535364687,1535413211,76.04,,1535413211,,,171.0,2.84,1.33
0,75.95,,67.79,0.78,partly-cloudy-night,0.57,0.0,,0.0,,,1014.11,Mostly Cloudy,1535451157,1535499506,75.07,,1535428800,,,166.0,5.29,1.95
0,74.23,,70.39,0.92,rain,0.57,0.0302,,0.4,,rain,1013.64,Light Rain,1535451157,1535499506,72.92,,1535451157,,,,4.86,1.58
0,90.84,,72.78,0.68,partly-cloudy-day,0.57,0.0,,0.0,,,1011.71,Humid and Mostly Cloudy,1535451157,1535499506,84.45,,1535472000,,,182.0,10.32,3.79
0,86.79,,68.72,0.62,clear-night,0.57,0.0,,0.0,,,1011.46,Clear,1535451157,1535499506,83.31,,1535499506,,,227.0,7.02,1.89
0,77.99,,69.18,0.77,clear-night,0.6,0.0,,0.0,,,1013.5,Clear,1535537627,1535585800,76.98,,1535515200,,,194.0,4.33,0.88
0,73.23,,68.09,0.87,partly-cloudy-night,0.6,0.0,,0.0,,,1013.0,Mostly Cloudy,1535537627,1535585800,72.23,,1535537627,,,161.0,3.42,1.09
0,92.2,,72.32,0.64,partly-cloudy-day,0.6,0.0,,0.0,,,1011.11,Humid and Mostly Cloudy,1535537627,1535585800,85.73,,1535558400,,,181.0,13.75,5.15
0,79.57,,69.17,0.73,partly-cloudy-night,0.6,0.0008,,0.08,,rain,1009.83,Partly Cloudy,1535537627,1535585800,78.58,,1535585800,,,,6.8,1.77
0,76.12,,69.84,0.84,partly-cloudy-night,0.63,0.0,,0.0,,,1012.01,Mostly Cloudy,1535624097,1535672094,74.97,,1535601600,,,233.0,4.14,2.09
0,65.38,,60.63,0.85,cloudy,0.63,0.0003,,0.03,,rain,1016.04,Overcast,1535624097,1535672094,65.16,,1535624097,,,,8.53,4.16
0,63.95,,55.07,0.73,cloudy,0.63,0.0,,0.0,,,1021.12,Overcast,1535624097,1535672094,63.95,,1535644800,,,352.0,8.6,3.77
0,62.21,,53.28,0.73,partly-cloudy-night,0.63,0.0,,0.0,,,1022.93,Partly Cloudy,1535624097,1535672094,62.21,,1535672094,,,37.0,3.19,1.95
0,53.88,,51.11,0.9,clear-night,0.67,0.0,,0.0,,,1024.89,Clear,1535710566,1535758387,53.88,,1535688000,,,47.0,3.34,1.59
0,51.35,,47.95,0.88,partly-cloudy-night,0.67,0.0,,0.0,,,1026.58,Partly Cloudy,1535710566,1535758387,51.35,,1535710566,,,106.0,4.21,1.89
0,69.82,,55.13,0.6,clear-day,0.67,0.0,,0.0,,,1026.29,Clear,1535710566,1535758387,69.82,,1535731200,,,214.0,6.18,0.81
0,72.49,,59.91,0.65,partly-cloudy-night,0.67,0.0,,0.0,,,1024.15,Partly Cloudy,1535710566,1535758387,72.49,,1535758387,,,161.0,5.39,2.79
0,68.06,,58.9,0.73,cloudy,0.7,0.0,,0.0,,,1024.99,Overcast,1535797036,1535844679,68.06,,1535774400,,,157.0,8.09,4.39
0,67.43,,58.45,0.73,cloudy,0.7,0.0,,0.0,,,1025.26,Overcast,1535797036,1535844679,67.43,,1535797036,,,164.0,10.51,4.28
0,73.94,,59.79,0.61,partly-cloudy-day,0.7,0.0,,0.0,,,1024.99,Mostly Cloudy,1535797036,1535844679,73.94,,1535817600,,,178.0,14.94,6.02
0,72.92,,62.06,0.69,clear-night,0.7,0.0,,0.0,,,1021.89,Clear,1535797036,1535844679,72.7,,1535844679,,,176.0,11.01,4.7
0,69.69,,62.01,0.77,clear-night,0.74,0.0,,0.0,,,1022.09,Clear,1535883505,1535930971,69.41,,1535860800,,,175.0,10.13,3.55
0,67.4,,61.74,0.83,partly-cloudy-night,0.74,0.0,,0.0,,,1021.83,Partly Cloudy,1535883505,1535930971,67.1,,1535883505,,,174.0,7.12,3.31
0,79.42,,65.85,0.65,clear-day,0.74,0.0,,0.0,,,1021.28,Clear,1535883505,1535930971,78.81,,1535904000,,,178.0,11.97,5.37
0,77.35,,68.04,0.75,partly-cloudy-night,0.74,0.0,,0.0,,,1019.26,Partly Cloudy,1535883505,1535930971,76.47,,1535930971,,,170.0,10.5,4.32
0,76.03,,69.01,0.82,partly-cloudy-night,0.77,0.0,,0.0,,,1020.21,Mostly Cloudy,1535969975,1536017262,74.99,,1535947200,,,178.0,9.13,3.64
0,73.81,,68.89,0.88,partly-cloudy-night,0.77,0.0,,0.0,,,1021.13,Partly Cloudy,1535969975,1536017262,72.71,,1535969975,,,199.0,5.76,2.82
0,89.96,,71.15,0.64,partly-cloudy-day,0.77,0.0,,0.0,,,1020.5,Mostly Cloudy,1535969975,1536017262,84.7,,1535990400,,,203.0,10.41,3.73
